,ensembl_gene_id,small_mol_druggable,accession,canonical_smiles,target_chembl_id_x,Unnamed: 0,px_number,domain_id,ensemble,tractable,druggable,target_name,max_phase,target_chembl_id_y,pref_name,moa_chembl,site_id,target_type,Bucket_1,Bucket_2,Bucket_3,Bucket_4,Bucket_5,Bucket_6,Bucket_7,Bucket_8,Bucket_sum,Top_bucket
587,ENSG00000128059,Y,Q06203,,,,,,-1.0,,,Amidophosphoribosyltransferase,4.0,CHEMBL2362992,"('MERCAPTOPURINE HYDRATE', 'MERCAPTOPURINE', 'MERCAPTOPURINE HYDRATE', 'MERCAPTOPURINE', 'AZATHIOPRINE SODIUM', 'AZATHIOPRINE', 'AZATHIOPRINE SODIUM', 'AZATHIOPRINE')","('INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR')",,SINGLE PROTEIN,1,0,0,0,0,0,0,1,2,1
588,ENSG00000128271,Y,P29274,1800.0,CHEMBL251,185983.0,4201598.0,38681.0,0.78533426,1.0,1.0,Adenosine receptor,4.0,CHEMBL2111329,"('OXTRIPHYLLINE', 'THEOPHYLLINE', 'AMINOPHYLLINE', 'OXTRIPHYLLINE', 'THEOPHYLLINE', 'AMINOPHYLLINE', 'OXTRIPHYLLINE', 'THEOPHYLLINE', 'AMINOPHYLLINE', 'OXTRIPHYLLINE', 'THEOPHYLLINE', 'AMINOPHYLLINE', 'OXTRIPHYLLINE', 'THEOPHYLLINE', 'AMINOPHYLLINE', 'OXTRIPHYLLINE', 'THEOPHYLLINE', 'AMINOPHYLLINE', 'OXTRIPHYLLINE', 'THEOPHYLLINE', 'AMINOPHYLLINE', 'OXTRIPHYLLINE', 'THEOPHYLLINE', 'AMINOPHYLLINE', 'OXTRIPHYLLINE', 'THEOPHYLLINE', 'AMINOPHYLLINE', 'OXTRIPHYLLINE', 'THEOPHYLLINE', 'AMINOPHYLLINE', 'OXTRIPHYLLINE', 'THEOPHYLLINE', 'AMINOPHYLLINE', 'OXTRIPHYLLINE', 'THEOPHYLLINE', 'AMINOPHYLLINE', 'OXTRIPHYLLINE', 'THEOPHYLLINE', 'AMINOPHYLLINE', 'OXTRIPHYLLINE', 'THEOPHYLLINE', 'AMINOPHYLLINE', 'OXTRIPHYLLINE', 'THEOPHYLLINE', 'AMINOPHYLLINE', 'ST1535', 'ST1535', 'ST1535', 'ST1535', 'ST1535', 'ST1535', 'ST1535', 'ST1535', 'VIPADENANT', 'VIPADENANT', 'VIPADENANT', 'VIPADENANT', 'VIPADENANT', 'VIPADENANT', 'VIPADENANT', 'VIPADENANT', 'V81444', 'V81444', 'V81444', 'V81444', 'V81444', 'V81444', 'V81444', 'V81444', 'AMP579', 'AMP579', 'AMP579', 'AMP579', 'BINODENOSON', 'BINODENOSON', 'BINODENOSON', 'BINODENOSON', 'APADENOSON', 'APADENOSON', 'APADENOSON', 'APADENOSON', 'APADENOSON', 'APADENOSON', 'APADENOSON', 'APADENOSON', 'TOZADENANT', 'TOZADENANT', 'TOZADENANT', 'TOZADENANT', 'TOZADENANT', 'TOZADENANT', 'TOZADENANT', 'TOZADENANT', 'TOZADENANT', 'TOZADENANT', 'TOZADENANT', 'TOZADENANT', 'PRELADENANT', 'PRELADENANT', 'PRELADENANT', 'PRELADENANT', 'PRELADENANT', 'PRELADENANT', 'PRELADENANT', 'PRELADENANT', 'PRELADENANT', 'PRELADENANT', 'PRELADENANT', 'PRELADENANT', 'EVODENOSON', 'EVODENOSON', 'EVODENOSON', 'EVODENOSON', 'PENTOXIFYLLINE', 'PENTOXIFYLLINE', 'PENTOXIFYLLINE', 'CAFFEINE, CITRATED', 'CAFFEINE', 'CAFFEINE, CITRATED', 'CAFFEINE', 'CAFFEINE, CITRATED', 'CAFFEINE', 'CAFFEINE, CITRATED', 'CAFFEINE', 'CAFFEINE, CITRATED', 'CAFFEINE', 'CAFFEINE, CITRATED', 'CAFFEINE', 'ADENOSINE', 'ADENOSINE', 'THEOPHYLLINE SODIUM GLYCINATE', 'THEOPHYLLINE SODIUM GLYCINATE', 'THEOPHYLLINE SODIUM GLYCINATE', 'THEOPHYLLINE SODIUM GLYCINATE', 'THEOPHYLLINE SODIUM GLYCINATE', 'PBF-509', 'PBF-509', 'PBF-509', 'PBF-509', 'PBF-999', 'PBF-999', 'PBF-999', 'PBF-999', 'SONEDENOSON', 'SONEDENOSON', 'SONEDENOSON', 'SONEDENOSON', 'BVT.115959', 'BVT.115959', 'BVT.115959', 'BVT.115959', 'UK432097', 'UK432097', 'UK432097', 'UK432097', 'UK432097', 'UK432097', 'UK432097', 'UK432097', 'UK432097', 'UK432097', 'UK432097', 'UK432097', 'REGADENOSON', 'REGADENOSON', 'REGADENOSON', 'REGADENOSON')","('ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'AGONIST', 'AGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST')",,PROTEIN FAMILY,1,0,0,1,1,0,1,1,5,1
589,ENSG00000128602,Y,Q99835,97.0,CHEMBL5971,,,,-1.0,,,Smoothened homolog,4.0,CHEMBL5971,"('TAK-441', 'TAK-441', 'TAK-441', 'PATIDEGIB', 'PATIDEGIB', 'PATIDEGIB', 'PATIDEGIB', 'PATIDEGIB', 'PATIDEGIB', 'BMS-833923', 'BMS-833923', 'BMS-833923', 'GLASDEGIB', 'GLASDEGIB', 'GLASDEGIB', 'TALADEGIB', 'TALADEGIB', 'TALADEGIB', 'TALADEGIB', 'TALADEGIB', 'TALADEGIB', 'VISMODEGIB', 'VISMODEGIB', 'VISMODEGIB', 'LEQ506', 'LEQ506', 'LEQ506', 'ERISMODEGIB', 'SONIDEGIB PHOSPHATE', 'ERISMODEGIB', 'SONIDEGIB PHOSPHATE', 'ERISMODEGIB', 'SONIDEGIB PHOSPHATE')","('ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'ANTAGONIST', 'ANTAGONIST', 'ANTAGONIST', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR')",,SINGLE PROTEIN,1,0,0,1,0,0,1,1,4,1
590,ENSG00000128655,Y,Q9HCR9,14.0,CHEMBL2717,,,,-1.0,,,,,CHEMBL2717,"(nan,)","(nan,)",,,0,0,0,0,0,0,1,1,2,7
591,ENSG00000128829,Y,Q9P2K8,21.0,CHEMBL5358,,,,-1.0,,,,,CHEMBL5358,"(nan,)","(nan,)",,,0,0,0,0,0,0,1,1,2,7
592,ENSG00000128917,N,Q9NR61,,,,,,-1.0,,,,,,"(nan,)","(nan,)",,,0,0,0,0,0,0,0,0,0,10
593,ENSG00000128918,Y,O94788,,,,,,-1.0,,,,,,"(nan,)","(nan,)",,,0,0,0,0,0,0,0,1,1,8
594,ENSG00000129214,Y,P04278,86.0,CHEMBL3305,178039.0,77966.0,29839.0,0.82647205,1.0,1.0,,,CHEMBL3305,"(nan,)","(nan,)",,,0,0,0,1,1,0,1,1,4,4
595,ENSG00000129315,Y,O60563,272.0,CHEMBL2108,185808.0,4248209.0,55636.0,0.51150139,1.0,1.0,,,CHEMBL2108,"(nan,)","(nan,)",,,0,0,0,0,0,1,1,1,3,6
596,ENSG00000129484,Y,Q9UGN5,66.0,CHEMBL5366,118481.0,3500979.0,33718.0,0.3129551,1.0,1.0,"PARP 1, 2 and 3",4.0,CHEMBL3390820,"('OLAPARIB', 'OLAPARIB', 'RUCAPARIB', 'RUCAPARIB CAMSYLATE', 'RUCAPARIB', 'RUCAPARIB CAMSYLATE', 'RUCAPARIB', 'RUCAPARIB CAMSYLATE', 'RUCAPARIB', 'RUCAPARIB CAMSYLATE', 'NIRAPARIB', 'NIRAPARIB')","('INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR')",,PROTEIN FAMILY,1,0,0,1,0,1,1,1,5,1
597,ENSG00000129521,Y,Q9H6Z9,21.0,CHEMBL5705,,,,-1.0,,,,,CHEMBL5705,"(nan,)","(nan,)",,,0,0,0,0,0,0,1,1,2,7
598,ENSG00000130304,Y,Q6PCB7,36.0,CHEMBL2052038,,,,-1.0,,,,,CHEMBL2052038,"(nan,)","(nan,)",,,0,0,0,0,0,0,1,1,2,7
599,ENSG00000130413,Y,Q9BYT3,38.0,CHEMBL6005,,,,-1.0,,,,,CHEMBL6005,"(nan,)","(nan,)",,,0,0,0,0,0,0,1,1,2,7
600,ENSG00000130540,N,Q9BR01,,,166996.0,3030564.0,28701.0,-0.81989172,1.0,0.0,,,,"(nan,)","(nan,)",,,0,0,0,0,0,0,0,0,0,10
601,ENSG00000130649,Y,P05181,,,103321.0,3530027.0,31273.0,0.67729591,1.0,1.0,,,,"(nan,)","(nan,)",,,0,0,0,1,0,1,0,1,3,4
602,ENSG00000130669,Y,O96013,166.0,CHEMBL4482,108604.0,3260669.0,32814.0,0.74563511,1.0,1.0,Serine/threonine-protein kinase PAK 4,1.0,CHEMBL4482,"('PF-03758309',)","('INHIBITOR',)",,SINGLE PROTEIN,0,0,1,1,1,0,1,1,5,3
603,ENSG00000130702,N,O15230,,,,,,-1.0,,,,,,"(nan,)","(nan,)",,,0,0,0,0,0,0,0,0,0,10
604,ENSG00000130758,Y,Q02779,7.0,CHEMBL2873,40460.0,3200574.0,31252.0,-0.97729835,0.0,0.0,Mitogen-activated protein kinase kinase kinase 10,3.0,CHEMBL2873,"('CEP-1347', 'CEP-1347', 'CEP-1347')","('INHIBITOR', 'INHIBITOR', 'INHIBITOR')",,SINGLE PROTEIN,0,1,0,0,0,0,1,1,3,2
605,ENSG00000130816,Y,P26358,16.0,CHEMBL1993,183519.0,3710554.0,41006.0,0.72497621,1.0,1.0,DNA (cytosine-5)-methyltransferase 1,4.0,CHEMBL1993,"('AZACITIDINE', 'AZACITIDINE', 'AZACITIDINE', 'DECITABINE', 'DECITABINE')","('INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR')",,SINGLE PROTEIN,1,0,0,1,1,0,1,1,5,1
606,ENSG00000131023,Y,O95835,6.0,CHEMBL6167,,,,-1.0,,,,,CHEMBL6167,"(nan,)","(nan,)",,,0,0,0,0,0,0,1,1,2,7
607,ENSG00000131269,N,O75027,,,,,,-1.0,,,,,,"(nan,)","(nan,)",,,0,0,0,0,0,0,0,0,0,10
608,ENSG00000131389,Y,P31641,,,,,,-1.0,,,,,,"(nan,)","(nan,)",,,0,0,0,0,0,0,0,1,1,8
609,ENSG00000131471,Y,Q16853,149.0,CHEMBL3437,182014.0,4259794.0,56604.0,0.81712213,1.0,1.0,,,CHEMBL3437,"(nan,)","(nan,)",,,0,0,0,1,1,0,1,1,4,4
610,ENSG00000131686,Y,P23280,149.0,CHEMBL3025,32157.0,3400848.0,31300.0,-0.96070828,1.0,0.0,Carbonic anhydrase,4.0,CHEMBL2095180,"('ETHOXZOLAMIDE',)","('INHIBITOR',)",,PROTEIN FAMILY,1,0,0,0,0,0,1,1,3,1
611,ENSG00000131747,Y,P11388,60.0,CHEMBL1806,181792.0,4200314.0,56949.0,0.80006774,1.0,1.0,DNA topoisomerase II alpha,4.0,CHEMBL1806,"('ETOPOSIDE PHOSPHATE', 'ETOPOSIDE PHOSPHATE', 'ETOPOSIDE PHOSPHATE', 'ETOPOSIDE PHOSPHATE', 'ETOPOSIDE PHOSPHATE', 'ETOPOSIDE PHOSPHATE', 'DAUNORUBICIN CITRATE', 'DAUNORUBICIN', 'DAUNORUBICIN HYDROCHLORIDE', 'DAUNORUBICIN CITRATE', 'DAUNORUBICIN', 'DAUNORUBICIN HYDROCHLORIDE', 'DAUNORUBICIN CITRATE', 'DAUNORUBICIN', 'DAUNORUBICIN HYDROCHLORIDE', 'DAUNORUBICIN CITRATE', 'DAUNORUBICIN', 'DAUNORUBICIN HYDROCHLORIDE', 'DAUNORUBICIN CITRATE', 'DAUNORUBICIN', 'DAUNORUBICIN HYDROCHLORIDE', 'DAUNORUBICIN CITRATE', 'DAUNORUBICIN', 'DAUNORUBICIN HYDROCHLORIDE', 'DAUNORUBICIN CITRATE', 'DAUNORUBICIN', 'DAUNORUBICIN HYDROCHLORIDE', 'DAUNORUBICIN CITRATE', 'DAUNORUBICIN', 'DAUNORUBICIN HYDROCHLORIDE', 'DAUNORUBICIN CITRATE', 'DAUNORUBICIN', 'DAUNORUBICIN HYDROCHLORIDE', 'DAUNORUBICIN CITRATE', 'DAUNORUBICIN', 'DAUNORUBICIN HYDROCHLORIDE', 'DAUNORUBICIN CITRATE', 'DAUNORUBICIN', 'DAUNORUBICIN HYDROCHLORIDE', 'DAUNORUBICIN CITRATE', 'DAUNORUBICIN', 'DAUNORUBICIN HYDROCHLORIDE', 'DAUNORUBICIN CITRATE', 'DAUNORUBICIN', 'DAUNORUBICIN HYDROCHLORIDE', 'DAUNORUBICIN CITRATE', 'DAUNORUBICIN', 'DAUNORUBICIN HYDROCHLORIDE', 'DAUNORUBICIN CITRATE', 'DAUNORUBICIN', 'DAUNORUBICIN HYDROCHLORIDE', 'DAUNORUBICIN CITRATE', 'DAUNORUBICIN', 'DAUNORUBICIN HYDROCHLORIDE', 'DAUNORUBICIN CITRATE', 'DAUNORUBICIN', 'DAUNORUBICIN HYDROCHLORIDE', 'DAUNORUBICIN CITRATE', 'DAUNORUBICIN', 'DAUNORUBICIN HYDROCHLORIDE', 'DAUNORUBICIN CITRATE', 'DAUNORUBICIN', 'DAUNORUBICIN HYDROCHLORIDE', 'DAUNORUBICIN CITRATE', 'DAUNORUBICIN', 'DAUNORUBICIN HYDROCHLORIDE', 'DAUNORUBICIN CITRATE', 'DAUNORUBICIN', 'DAUNORUBICIN HYDROCHLORIDE', 'DAUNORUBICIN CITRATE', 'DAUNORUBICIN', 'DAUNORUBICIN HYDROCHLORIDE', 'DAUNORUBICIN CITRATE', 'DAUNORUBICIN', 'DAUNORUBICIN HYDROCHLORIDE', 'DAUNORUBICIN CITRATE', 'DAUNORUBICIN', 'DAUNORUBICIN HYDROCHLORIDE', 'DOXORUBICIN HYDROCHLORIDE', 'DOXORUBICIN', 'DOXORUBICIN HYDROCHLORIDE', 'DOXORUBICIN', 'DOXORUBICIN HYDROCHLORIDE', 'DOXORUBICIN', 'DOXORUBICIN HYDROCHLORIDE', 'DOXORUBICIN', 'DOXORUBICIN HYDROCHLORIDE', 'DOXORUBICIN', 'DOXORUBICIN HYDROCHLORIDE', 'DOXORUBICIN', 'DOXORUBICIN HYDROCHLORIDE', 'DOXORUBICIN', 'DOXORUBICIN HYDROCHLORIDE', 'DOXORUBICIN', 'DOXORUBICIN HYDROCHLORIDE', 'DOXORUBICIN', 'VALRUBICIN', 'VALRUBICIN', 'VALRUBICIN', 'VALRUBICIN', 'VALRUBICIN', 'VALRUBICIN', 'IDARUBICIN', 'IDARUBICIN HYDROCHLORIDE', 'IDARUBICIN', 'IDARUBICIN HYDROCHLORIDE', 'IDARUBICIN', 'IDARUBICIN HYDROCHLORIDE', 'IDARUBICIN', 'IDARUBICIN HYDROCHLORIDE', 'IDARUBICIN', 'IDARUBICIN HYDROCHLORIDE', 'IDARUBICIN', 'IDARUBICIN HYDROCHLORIDE', 'TENIPOSIDE', 'TENIPOSIDE', 'TENIPOSIDE', 'TENIPOSIDE', 'TENIPOSIDE', 'TENIPOSIDE', 'TENIPOSIDE', 'TENIPOSIDE', 'TENIPOSIDE', 'C-1311', 'C-1311', 'C-1311', 'C-1311', 'C-1311', 'C-1311', 'C-1311', 'C-1311', 'C-1311', 'C-1311', 'C-1311', 'C-1311', 'C-1311', 'C-1311', 'C-1311', 'C-1311', 'C-1311', 'C-1311', 'ETOPOSIDE', 'ETOPOSIDE', 'ETOPOSIDE', 'ETOPOSIDE', 'ETOPOSIDE', 'ETOPOSIDE', 'MITOXANTRONE', 'MITOXANTRONE DIHYDROCHLORIDE', 'MITOXANTRONE', 'MITOXANTRONE DIHYDROCHLORIDE', 'MITOXANTRONE', 'MITOXANTRONE DIHYDROCHLORIDE', 'MITOXANTRONE', 'MITOXANTRONE DIHYDROCHLORIDE', 'MITOXANTRONE', 'MITOXANTRONE DIHYDROCHLORIDE', 'MITOXANTRONE', 'MITOXANTRONE DIHYDROCHLORIDE')","('INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR')",,SINGLE PROTEIN,1,0,0,0,1,0,1,1,4,1
612,ENSG00000131759,Y,P10276,62.0,CHEMBL2055,28325.0,3510204.0,31246.0,0.78249023,1.0,1.0,Retinoic acid receptor,4.0,CHEMBL2363069,"('ADAPALENE', 'ADAPALENE', 'ADAPALENE', 'ADAPALENE', 'IRX4310', 'IRX4310', 'TRETINOIN', 'TRETINOIN', 'ALITRETINOIN', 'ALITRETINOIN', 'ACITRETIN', 'ACITRETIN', 'ACITRETIN', 'ACITRETIN', 'ACITRETIN', 'ACITRETIN', 'ETRETINATE', 'ETRETINATE', 'ETRETINATE', 'ETRETINATE', 'ISOTRETINOIN', 'ISOTRETINOIN', 'MOFAROTENE', 'MOFAROTENE', 'TAZAROTENE', 'TAZAROTENE', 'NRX195183', 'NRX195183')","('AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'ANTAGONIST', 'ANTAGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST', 'MODULATOR', 'MODULATOR', 'AGONIST', 'AGONIST', 'AGONIST', 'AGONIST')",,PROTEIN FAMILY,1,0,0,1,1,0,1,1,5,1
613,ENSG00000131781,N,P49326,,,,,,-1.0,,,,,,"(nan,)","(nan,)",,,0,0,0,0,0,0,0,0,0,10
614,ENSG00000132155,Y,P04049,128.0,CHEMBL1906,174005.0,4081583.0,56484.0,0.80322989,1.0,1.0,Serine/threonine-protein kinase RAF,4.0,CHEMBL1906,"('SORAFENIB TOSYLATE', 'SORAFENIB', 'SORAFENIB TOSYLATE', 'SORAFENIB', 'SORAFENIB TOSYLATE', 'SORAFENIB', 'REGORAFENIB', 'REGORAFENIB', 'REGORAFENIB', 'XL-281', 'XL-281', 'XL-281', 'XL-281', 'XL-281', 'XL-281', 'XL-281', 'XL-281', 'XL-281', 'XL-281', 'XL-281', 'XL-281', 'ARQ-736', 'ARQ-736', 'ARQ-736', 'ARQ-736', 'ARQ-736', 'ARQ-736', 'ARQ-736', 'ARQ-736', 'ARQ-736', 'LY-3009120', 'LY-3009120', 'LY-3009120', 'MLN-2480', 'MLN-2480', 'MLN-2480', 'RG-7376', 'RG-7376', 'RG-7376')","('INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR', 'INHIBITOR')",,SINGLE PROTEIN,1,0,0,1,1,0,1,1,5,1
